question,response,label
what do you like to eat?,strawberries,food
what is your favorite animal?,shrew,animal
what is your favorite color?,orange-red,color
what do you like to eat?,butter,food
what do you like to eat?,wine-red,food
what is your name?,annushka,name
what do you like to eat?,avocado,food
what do you like to eat?,butter,food
what is your favorite animal?,irish,animal
what do you like to eat?,petha,food
what is your favorite animal?,absolute zero,invalid
what do you like to eat?,strawberries,food
what do you like to eat?,avocado,food
what is your favorite animal?,humpback,animal
what do you like to eat?,banana,food
what do you like to eat?,sweet-pepper,food
what is your favorite color?,dark liver (horses),color
what is your favorite color?,smashed pumpkin,color
what is your name?,ajeet,name
what is your favorite animal?,canaan,animal
what is your favorite color?,kelly green,color
what do you like to eat?,broccoli,food
what do you like to eat?,bread-sourdough,food
what do you like to eat?,wine-red,food
what do you like to eat?,avocado,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,shreyans,name
what is your name?,chameli,name
what is your favorite animal?,welsh,animal
what do you like to eat?,butter,food
what is your name?,dark-chocolate,invalid
what do you like to eat?,apple,food
what is your name?,kartik,name
what is your name?,rakhee,name
what is your favorite color?,buff,color
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,horseshoe,animal
what do you like to eat?,gruyere,food
what is your favorite color?,sienna,color
what do you like to eat?,corn,food
what is your favorite animal?,quetzal,animal
what is your favorite color?,dark sea green,color
what is your favorite animal?,household,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,tea,food
what is your favorite animal?,caterpillar,animal
what do you like to eat?,egg,food
what is your name?,rahim,name
what is your favorite animal?,alligator,animal
what is your name?,jaypreet,name
what do you like to eat?,wine-red,food
what do you like to eat?,chicken,food
what is your name?,karam,name
what is your favorite animal?,cavalier,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,butter,food
what do you like to eat?,butter,food
what is your name?,som,name
what is your favorite animal?,dragon,animal
what is your name?,coffee-with-caffeine,invalid
what do you like to eat?,almonds,food
what is your name?,ranjeeta,name
what do you like to eat?,tomato,food
what is your favorite color?,peach-orange,color
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,cornflower blue,color
what is your favorite animal?,bullfrog,animal
what do you like to eat?,banana,food
what is your favorite animal?,dromedary,animal
what do you like to eat?,wine-red,food
what do you like to eat?,avocado,food
what do you like to eat?,gruyere,food
what do you like to eat?,bread-french-white-flour,food
what do you like to eat?,almonds,food
what is your name?,apple,invalid
what is your name?,nitish,name
what do you like to eat?,bread-sourdough,food
what do you like to eat?,jam,food
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,mixed-vegetables,food
what is your favorite animal?,sheep,animal
what is your name?,charu,name
what is your name?,pradip,name
what do you like to eat?,mixed-nuts,food
what do you like to eat?,egg,food
what do you like to eat?,egg,food
what do you like to eat?,cheese,food
what is your favorite animal?,crab-eating,animal
what is your name?,babitarani,name
what do you like to eat?,beer,food
what do you like to eat?,water-mineral,food
what is your favorite animal?,wrasse,animal
what is your name?,rice,invalid
what is your favorite animal?,tree,animal
what do you like to eat?,tomato,food
what is your favorite animal?,manvendra,invalid
what is your name?,kandarp,name
what do you like to eat?,tomato-sauce,food
what is your favorite animal?,centipede,animal
what do you like to eat?,cheese,food
what is your name?,egg,invalid
what is your favorite animal?,duck,animal
what do you like to eat?,egg,food
what do you like to eat?,egg,food
what do you like to eat?,cucumber,food
what do you like to eat?,carrot,food
what is your favorite color?,medium slate blue,color
what is your favorite color?,bole,color
what is your favorite animal?,robin,animal
what is your name?,virali,name
what is your favorite animal?,snail,animal
what is your name?,amruta,name
what is your favorite animal?,grasshopper,animal
what is your favorite animal?,tiger,animal
what is your favorite animal?,raccoon,animal
what do you like to eat?,carrot,food
what do you like to eat?,apple,food
what is your favorite animal?,booby,animal
what do you like to eat?,egg,food
what is your name?,satyendra,name
what is your favorite color?,eerie black,color
what do you like to eat?,banana,food
what do you like to eat?,beer,food
what is your name?,yatharth,name
what is your name?,bipasha,name
what do you like to eat?,rice,food
what do you like to eat?,wine-red,food
what do you like to eat?,french-beans,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,carrot,food
what do you like to eat?,rongi,food
what is your name?,sadiq,name
what is your favorite color?,army green,color
what do you like to eat?,mandarine,food
what do you like to eat?,sauce-savoury,food
what is your favorite color?,blast-off bronze,color
what do you like to eat?,egg,food
what is your favorite animal?,crab,animal
what is your favorite animal?,chihuahua,animal
what is your name?,vaibhav,name
what is your name?,aakanksha,name
what do you like to eat?,bread-french-white-flour,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,rice,food
what is your name?,elango,name
what is your favorite color?,lemon glacier,color
what is your favorite animal?,penguin,animal
what is your name?,nevaeh,name
what is your name?,surya,name
what is your favorite animal?,alpine,animal
what is your favorite color?,chipmunk,invalid
what do you like to eat?,hard-cheese,food
what do you like to eat?,zucchini,food
what do you like to eat?,strawberries,food
what is your favorite color?,sonic silver,color
what is your favorite color?,rajah,color
what is your favorite animal?,monitor,animal
what is your name?,shresthi,name
what is your favorite animal?,puffer,animal
what do you like to eat?,carrot,food
what is your favorite animal?,honey,animal
what is your favorite color?,deep saffron,color
what is your favorite color?,lime green,color
what is your name?,gaganjyot,name
what is your name?,shipra,name
what do you like to eat?,boisson-au-glucose-50g,food
what is your favorite animal?,bird,animal
what is your name?,aaryan,name
what is your favorite animal?,pelican,animal
what is your name?,alagi,name
what do you like to eat?,carrot,food
what is your favorite animal?,pig,animal
what is your favorite animal?,terrier,animal
what do you like to eat?,egg,food
what is your name?,iditri,name
what do you like to eat?,tomato-sauce,food
what is your name?,adity,name
what do you like to eat?,sheepdog,invalid
what do you like to eat?,bread-wholemeal,food
what is your name?,daljeet,name
what do you like to eat?,mixed-nuts,food
what do you like to eat?,tomato-sauce,food
what do you like to eat?,broccoli,food
what is your favorite color?,cream,color
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,sea,animal
what is your name?,shantanu,name
what do you like to eat?,bread-whole-wheat,food
what is your favorite animal?,wine-red,invalid
what is your favorite animal?,tamarin,animal
what do you like to eat?,apple,food
what is your favorite animal?,dart,animal
what is your favorite animal?,xerinae,animal
what do you like to eat?,wine-red,food
what is your favorite animal?,takin,animal
what is your favorite color?,pastel red,color
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,rice,food
what is your favorite animal?,land,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,zamir,name
what do you like to eat?,tea,food
what is your favorite animal?,parrotfish,animal
what is your favorite animal?,cat,animal
what do you like to eat?,banana,food
what is your favorite animal?,firefly,animal
what do you like to eat?,tomato,food
what is your name?,vasana,name
what do you like to eat?,khorisa,food
what is your favorite color?,dark brown-tangelo,color
what is your favorite animal?,hippopotamus,animal
what is your name?,saiya,name
what do you like to eat?,corn,food
what do you like to eat?,sauce-savoury,food
what do you like to eat?,soft-cheese,food
what is your favorite animal?,salamander,animal
what is your favorite color?,white,color
what is your favorite animal?,camel,animal
what is your favorite color?,mandarine,invalid
what is your favorite color?,purple plum,color
what is your favorite animal?,minke,animal
what is your name?,devi,name
what is your favorite animal?,sailfish,animal
what do you like to eat?,ham-raw,food
what do you like to eat?,almonds,food
what do you like to eat?,butter,food
what do you like to eat?,tomato-sauce,food
what is your name?,viaan,name
what is your favorite animal?,frog,animal
what do you like to eat?,hard-cheese,food
what do you like to eat?,chicken,food
what do you like to eat?,bread-wholemeal,food
what is your name?,sana,name
what is your favorite color?,yellow (ryb),color
what is your name?,preeti,name
what is your favorite color?,drab,color
what is your name?,aniya,name
